UNIQUE CODE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2022),WINNING COALITION,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,state,code_state,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,income_mean,expenditure_mean,poverty_rate,Loosemore-Hanby Index,Gallagher Index,Gallagher Index (n),Gallagher Index (%),Polsby-Popper Index,Parliament Area,Parliament Perimeter,Convex-Hull,Compactness,Convex Hull,Compactness Index,Reock Index,Convex Hull Index
P.071,P.071,GOPENG,143657,42.69,44.76,9.63,0.16,0.11,2.11,0.52,99.16,0.02,0.23,0.59,6.26,22.09,21,16.92,14.7,11.24,5.56,1.91,0.33,49.31,50.69,URBAN,PH,PKR,NA,143657,27148,NA,NA,NA,1092,103638,MCA,CALLY TING,FEMALE,32,18393,PKR,TAN KAR HING,MALE,40,55880,PPBM,MUHAMMAD FARHAN BIN ABDUL RAHIM,MALE,NA,28732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,BALACHANDRAN A/L GOPAL,MALE,NA,633,Perak,8,577,216236,204396,11840,110855,105381,68221,58466,3.6,2635,1409,1226,1502,871,631,61.3,3.9,4542,5851,3529,0.363,4.4,84,1006,5212,135,90,21,12,12,78,455,661,5052,100,0,0,100,0,5851,3529,4.4,0.473443628,48280.25225,48280.25225,50.62056884,0.033583286,0.046716691,1.179436181,0.055423693,0.039609342,0.055423693,0.039609342,0.011574095,0.842901085
P.072,P.072,TAPAH,61946,45.53,24.48,13.9,0.15,0.14,14.88,0.92,97.34,0.01,1.59,1.06,5.23,19.99,22.61,16.74,14.36,11.82,6.18,2.48,0.58,50.27,49.73,RURAL,BN,MIC,NA,61946,5064,NA,NA,NA,966,44481,MIC,DATUK SERI M. SARAVANAN,MALE,54,18398,PKR,SARASWATHY KANDASAMI,FEMALE,NA,13334,PPBM,DATUK HAJI MUHAMMAD YADZAN BIN HAJI MOHAMMAD,MALE,NA,12115,PEJUANG,MIOR HAIDIR,MALE,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MOHAMED AKBAR B. YASIN,MALE,NA,200,Perak,8,893,79093,75953,3140,42588,36505,24943,21375,3.6,1013,508,505,574,314,260,68.1,4.4,3885,5468,2983,0.389,9,11,190,1201,66,42,19,3,2,6,59,137,1168,100,0,0,100,0,5468,2983,9,0.204152523,-33430.74775,-33430.74775,-35.05125572,0.030103533,0.07277613,1.554840138,0.093149501,0.046806182,0.093149501,0.046806182,0.025177646,0.781283092
P.073,P.073,PASIR SALAK,74761,80.97,12.21,3.26,0.07,0.05,3.14,0.3,99.89,0.01,0.11,0,6.04,21.25,23.47,17.84,13.8,9.72,5.64,1.84,0.39,49.87,50.13,RURAL,PN,PAS,NA,74761,5003,NA,NA,NA,885,57023,UMNO,KHAIRUL AZWAN HARUN,MALE,46,19894,PKR,USTAZ NIK OMAR,MALE,57,11693,PAS,USTAZ JAMALUDIN BIN YAHYA,MALE,NA,24897,PUTRA,ZAIROL HIZAM BIN ZAKARIA,MALE,49,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,1064,80485,75174,5311,42807,37678,30024,19956,3.8,1043,533,510,592,329,263,65.6,5.6,3186,3780,2606,0.307,18.9,10,216,1213,104,91,6,2,5,1,66,150,1144,99.4,0.3,0.2,100,0,3780,2606,18.9,0.246386316,-20615.74775,-20615.74775,-21.61506681,0.022952349,0.08675188,1.944132593,0.109754436,0.044622409,0.109754436,0.044622409,0.027277505,0.790417985
P.074,P.074,LUMUT,92972,72.2,14.13,11.36,1.07,0.63,0.03,0.59,90.39,0.01,0.56,9.03,6.61,23.94,25.1,17.04,12.43,9.62,3.97,1.02,0.25,52.54,47.46,SEMI URBAN,PN,PPBM,NA,92972,363,NA,NA,NA,990,71162,UMNO,DR ZAMBRY ABD KADIR,MALE,60,24849,PAN,DR HATTA RAMLI,MALE,NA,20358,PPBM,KOMANDER (B) NORDIN,MALE,NA,25212,PEJUANG,MAZLAN ABD GHANI,MALE,47,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,KOMANDER ISNIN,MALE,NA,358,Perak,8,343,124320,115623,8697,67751,56569,42300,30546,3.8,1632,807,825,926,500,426,64.9,5.6,5643,6728,4019,0.343,4.7,41,670,3534,124,35,8,80,1,8,301,388,3535,100,0,0,100,0,6728,4019,4.7,0.306403454,-2404.747748,-2404.747748,-2.521314476,0.004815837,0.028039441,2.41295255,0.120757684,0.011620386,0.120757684,0.011620386,5.98E-04,0.232195913
P.075,P.075,BAGAN DATUK,58183,56.44,20.44,21.6,0.31,0.07,0.01,1.13,99.79,0.01,0.2,0,4.84,19.36,24.2,17,14.03,11.34,6.69,2.05,0.51,50.42,49.58,RURAL,BN,UMNO,NA,58183,348,NA,NA,NA,748,41856,UMNO,ZAHID HAMIDI,MALE,69,16578,PKR,DATUK SERI HAJI SHAMSUL ISKANDAR,MALE,47,16230,PPBM,DR. FAIZ NA'AMAN,MALE,NA,8822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,635,76495,69276,7219,41384,35111,18505,21465,3.5,756,379,377,428,234,194,63.8,5.3,4448,5660,3341,0.371,6.3,11,256,1235,86,42,9,32,3,0,79,76,1279,100,0,0,100,0,5660,3341,6.3,0.19175098,-37193.74775,-37193.74775,-38.99666179,0.028613805,0.051632043,1.343296396,0.074075598,0.038436821,0.074075598,0.038436821,0.012045753,0.697018237
P.076,P.076,TELUK INTAN,87222,41.88,38.36,18.69,0.05,0.05,0.25,0.71,99.54,0.01,0.45,0,4.98,19.18,22.33,16.49,14,12.74,7.24,2.4,0.64,48.95,51.05,URBAN,PH,DAP,NA,87222,15169,NA,NA,NA,716,64194,MIC,DATO T. MURUGIAH,MALE,NA,12304,DAP,NGA KOR MING,MALE,NA,33133,PPBM,ZAINOL FADZI PAHARUDIN,MALE,NA,17964,PEJUANG,AMIR KHUSYAIRI,MALE,40,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,774,103065,91779,11286,55868,47197,32150,26135,3.7,1273,657,616,723,406,317,63.4,5.4,3641,5059,3312,0.378,10.3,49,717,3043,196,160,16,15,5,6,229,288,3161,99.6,0.4,0,100,0,5059,3312,10.3,0.287453449,-8154.747748,-8154.747748,-8.550037551,0.016674199,0.062903389,1.942292039,0.086346646,0.032386164,0.086346646,0.032386164,0.010418683,0.728498356
P.077,P.077,TANJONG MALIM,93873,54.96,23.65,13,0.13,0.1,7.19,0.96,99.48,0,0.45,0.06,5.49,19.39,23.62,18,12.77,11.3,6.91,2.02,0.5,50.16,49.84,SEMI URBAN,PH,PKR,NA,93873,3541,NA,NA,NA,1144,69671,MCA,DR MAH HANG SOON,MALE,57,20963,PKR,CHANG LIH KANG,MALE,41,25140,PPBM,NOLEE RADZI,FEMALE,NA,21599,IMAN,DR AMIR HAMZAH,MALE,NA,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perak,8,1882,122947,117705,5242,61728,61219,36035,33877,3.5,1693,915,778,966,566,400,68.5,4.4,4056,5686,3191,0.399,8.3,28,455,2723,132,84,33,5,10,9,161,176,2840,99.4,0,0.6,100,0,5686,3191,8.3,0.309372837,-1503.747748,-1503.747748,-1.576639782,0.02995655,0.150225155,2.239367822,0.178817041,0.067083734,0.178817041,0.067083734,0.106757119,0.840105363
P.078,P.078,CAMERON HIGHLANDS,46020,30.97,27.15,12.19,0.28,0.11,28.71,0.59,99.22,0.01,0.54,0.23,7.17,22.76,22.45,16.8,13.32,9.95,5.19,1.86,0.5,50.56,49.44,SEMI URBAN,BN,UMNO,NA,46020,4544,NA,NA,NA,850,33265,UMNO,DATO' RAMLI BIN MOHD NOR,MALE,64,16120,DAP,CHIONG YOKE KONG,MALE,NA,11576,PPBM,DR.ABDUL RASID,MALE,NA,5569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,3114,68001,62072,5929,37108,30893,22093,15612,4.3,1067,532,535,362,211,151,73.3,1.5,5280,6329,4016,0.276,1.7,45,585,1872,512,500,5,2,5,3,62,77,1892,96.7,1.6,1.7,100,0,6329,4016,1.7,0.151665953,-49356.74775,-49356.74775,-51.74924593,0.024331897,0.253894045,3.230265921,0.336670721,0.078598497,0.336670721,0.078598497,0.247685578,0.754131646
P.079,P.079,LIPIS,47124,78.23,14.76,4.99,0.11,0.08,1.14,0.69,98.08,0,0.63,1.29,6.02,22.01,23.76,15.61,13.88,10.86,5.24,2.17,0.45,50.88,49.12,RURAL,BN,UMNO,NA,47124,6118,NA,NA,NA,388,35855,UMNO,DATO SRI ABDUL RAHMAN BIN MOHAMAD,MALE,58,17672,DAP,TENGKU ZULPURI SHAH BIN RAJA PUJI,MALE,NA,6366,PPBM,DATO' SHAHRUM,MALE,NA,11554,PEJUANG,AISHATON BINTI ABU BAKAR,FEMALE,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,3004,67853,64190,3663,36408,31445,17206,15256,4.4,1086,552,534,371,219,152,58.5,3.6,3628,4467,3291,0.296,5.6,13,173,1402,59,42,2,2,13,9,67,106,1403,97.8,2.2,0,100,0,4467,3291,5.6,0.155304354,-48252.74775,-48252.74775,-50.5917311,0.028597367,0.244762913,2.925565189,0.297061296,0.083663462,0.297061296,0.083663462,0.27054344,0.823947502
P.080,P.080,RAUB,75064,52.06,36.59,6.19,0.07,0.06,4.34,0.69,99.49,0.01,0.45,0.05,5.27,19.24,23.14,16.59,14.56,12.16,6.34,2.28,0.41,50.68,49.32,SEMI URBAN,PH,DAP,NA,75064,4357,NA,NA,NA,733,56235,MCA,CHONG SIN WOON,MALE,48,16939,DAP,CHOW YU HUI,MALE,33,21613,PPBM,DATO FAKRUNIZAM IBRAHIM,MALE,NA,17256,PEJUANG,NORKHAIRUL ANUAR BIN MOHAMED NOR,MALE,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,2296,95909,90608,5301,50797,45112,25230,22861,4.1,1537,795,742,528,316,212,64.5,3.8,3811,4992,4102,0.307,4.4,18,364,2184,139,109,11,2,17,16,143,124,2193,89.7,10,0.3,100,0,3780,2606,18.9,0.247384899,-20312.74775,-20312.74775,-21.29737932,0.025592515,0.186992304,2.703058111,0.226156664,0.069178055,0.226156664,0.069178055,0.141312363,0.826826414
P.081,P.081,JERANTUT,87051,82.2,11.77,2.45,0.09,0.07,2.66,0.75,99.59,0.01,0.37,0.04,6.36,20.94,25.09,18.81,12.45,8.79,5.86,1.48,0.21,50.19,49.81,RURAL,PN,PAS,NA,87051,8092,NA,NA,NA,838,66754,UMNO,DATO' MOHD ZUKARMI,MALE,NA,23609,PKR,DATO' DR HASSAN BASRI BIN AWANG MAT DAHAN,MALE,NA,11444,PAS,IR. HAJI KHAIRIL,MALE,NA,31701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,7273,104771,99779,4992,55612,49159,28779,24165,4.3,1679,866,813,577,345,232,64.9,3.2,3708,4436,2783,0.293,9.6,27,349,2276,115,69,20,2,24,14,138,248,2218,100,0,0,100,0,4436,2783,9.6,0.286889892,-8325.747748,-8325.747748,-8.729326533,0.025492507,0.592571032,4.821297512,0.735059806,0.122906962,0.735059806,0.122906962,1.41355632,0.806153496
P.082,P.082,INDERA MAHKOTA,120549,67.34,25.48,5.58,0.4,0.26,0.09,0.86,98.33,0.01,0.99,0.67,8.48,25.95,23.24,16.07,12.7,9.16,3.37,0.88,0.15,50.02,49.98,URBAN,PN,PPBM,NA,120549,8399,NA,NA,NA,783,93379,MCA,DATO' QUEK TAI SEONG,MALE,43,16530,PKR,HAJI ZURAIDI ISMAIL,MALE,56,33293,PPBM,DATO' SRI SAIFUDDIN ABDULLAH,MALE,NA,41692,BERJASA,DR. MOHAMAD NOR BIN SUNDARI,MALE,NA,1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,392,248946,239291,9655,130048,118898,66984,64018,3.8,3815,1984,1831,1313,790,523,69.3,2.6,6051,7693,4603,0.339,2,189,1714,6090,197,96,31,20,50,159,550,942,6309,100,0,0,100,0,4487,2984,10.6,0.397287678,25172.25225,25172.25225,26.39244139,0.015740147,0.032005444,1.425960617,0.06189608,0.02244483,0.06189608,0.02244483,0.002546104,0.517083526
P.083,P.083,KUANTAN,87597,69.03,26.3,3.22,0.17,0.13,0.22,0.92,98.2,0.01,1.75,0.04,6.51,21.69,21.83,16.03,14.52,11.74,5.58,1.73,0.38,50.43,49.57,SEMI URBAN,PN,PAS,NA,87597,2866,NA,NA,NA,631,67762,UMNO,DATO' SRI AB HAMID BIN MOHD NAZAHAR,MALE,NA,19114,PKR,FUZIAH SALLEH,FEMALE,64,22648,PAS,WAN RAZALI WAN NOR,MALE,NA,25514,PEJUANG,MEJAR ANUAR TAJUDDIN (B),MALE,NA,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,165,128247,126026,2221,66237,62010,36542,34197,3.7,1880,995,885,648,396,252,69.1,2.9,5771,6882,4537,0.322,1.1,132,1588,6604,371,204,54,35,78,289,410,857,6619,99.9,0,0.1,100,0,6882,4537,1.1,0.288689319,-7779.747748,-7779.747748,-8.15685996,0.024159455,0.013402442,0.744814993,0.022827301,0.017994324,0.022827301,0.017994324,6.85E-04,0.587123397
P.084,P.084,PAYA BESAR,79744,83.96,11.06,1.92,0.1,0.12,1.56,1.28,99.86,0.01,0.09,0.04,7.26,22.9,24.67,16.88,12.72,9.73,4.5,1.18,0.17,49.7,50.3,RURAL,BN,UMNO,NA,79744,1317,NA,NA,NA,678,61983,UMNO,DATO' INDERA MOHD SHAHAR BIN ABDULLAH,MALE,42,26899,PAN,AHMAD AZAM,MALE,NA,9192,PAS,USTAZ AIRE ROSLAN,MALE,NA,25582,PEJUANG,IR. ROSMINAHAR,MALE,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,2218,128041,124029,4012,65606,62435,37467,36265,3.7,1979,1050,929,683,418,265,68.9,3.2,4896,6077,3738,0.307,1.2,19,329,2123,90,59,22,1,8,6,167,224,2053,98.2,0.7,1.1,100,0,3780,2606,18.9,0.262808556,-15632.74775,-15632.74775,-16.39052297,0.032869157,0.180658034,2.344414272,0.205162986,0.077058921,0.205162986,0.077058921,0.169403687,0.880558615
P.085,P.085,PEKAN,119443,84.96,1.79,0.7,0.35,0.53,9.39,2.28,94.07,0.01,0.36,5.55,7.04,23.93,27.02,17.47,11.48,8.51,3.43,0.92,0.21,50.77,49.23,SEMI URBAN,BN,UMNO,NA,119443,8949,NA,NA,NA,1350,93041,UMNO,SH MOHMED PUZI BIN SH ALI,MALE,NA,47418,PKR,MOHD NAIM ZAINAL ABIDIN,MALE,56,6316,PAS,USTAZ MOHD FADHIL NOOR,MALE,NA,38469,PEJUANG,DATO' RADHI ABDUL RAZAK,MALE,NA,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,3846,161106,152313,8793,87226,73880,46006,42541,3.6,2520,1277,1243,863,508,355,69.2,2.7,4389,5377,3341,0.315,6.5,16,307,2602,96,60,13,19,4,21,190,252,2461,92.4,2,5.6,100,0,5377,3341,6.5,0.393642685,24066.25225,24066.25225,25.23282962,0.028834612,0.313136644,3.295413326,0.38791503,0.095021963,0.38791503,0.095021963,0.446479599,0.807229986
P.086,P.086,MARAN,53128,89.36,5.8,1.38,0.09,0.07,2.3,0.99,99.58,0,0.42,0,6.19,19.63,23.52,19.63,14.62,7.87,6.22,2.08,0.25,49.92,50.08,RURAL,PN,DIRECT,NA,53128,1821,NA,NA,NA,422,41092,UMNO,SHAHANIZA SHAMSUDDIN,FEMALE,52,17779,PAN,AHMAD SHUHOR,MALE,NA,3547,PN - DIRECT,DATO SRI DR HJ ISMAIL B HJ ABD MUTTALIB,MALE,NA,19600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,1609,61932,58133,3799,33574,28358,17092,14268,4.3,993,498,495,339,198,141,65,2.6,3582,4390,3337,0.303,8.6,12,115,1061,59,47,9,3,0,0,57,113,1012,98.8,0,1.2,100,0,4390,3337,8.6,0.175091454,-42248.74775,-42248.74775,-44.29669573,0.0291263,0.13104023,2.121092782,0.164725661,0.061779584,0.164725661,0.061779584,0.078979492,0.795505868
P.087,P.087,KUALA KRAU,60537,88.7,2.52,2.07,0.1,0.06,5.96,0.59,99.93,0,0.07,0,6.02,19.29,26.39,20.5,11.12,9.09,6.22,1.19,0.18,49.45,50.55,RURAL,PN,PAS,NA,60537,1024,NA,NA,NA,595,47753,UMNO,DATO' SRI DR HAJI ISMAIL BIN MOHAMED SAID,MALE,55,21481,PAN,JUHARI OSMAN,MALE,45,3593,PAS,USTAZ HAJI KAMAL BIN ASHAARI,MALE,NA,22505,PEJUANG,SHAHRUDDIN MOHAMED SALLEH,MALE,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,1391,68047,66281,1766,34431,33616,18922,15639,4.1,1119,607,512,388,242,146,63.6,4.2,3832,4899,3575,0.301,4.9,14,212,1614,72,41,17,5,9,1,75,199,1547,99.3,0,0.7,100,0,4899,3575,4.9,0.199508948,-34839.74775,-34839.74775,-36.52855499,0.027703916,0.113289231,2.022198252,0.137362727,0.056022811,0.137362727,0.056022811,0.056148499,0.82474506
P.088,P.088,TEMERLOH,106829,66.28,21.05,8.12,0.35,0.54,1.38,2.29,97.61,0.01,0.48,1.9,6.72,23.82,24.21,16.12,13.11,9.96,4.31,1.46,0.29,50.18,49.82,SEMI URBAN,PN,PAS,NA,106829,5520,NA,NA,NA,759,82637,UMNO,DATO' SRI HJ MOHD SHARKAR BIN HJ SHAMSUDIN,MALE,60,25191,PAN,HASBIE MUDA,MALE,NA,25409,PAS,HJH SALAMIAH MOHD NOR,FEMALE,NA,30929,GB,AMINUDDIN BIN YAHAYA,MALE,NA,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,1181,141781,137397,4384,73119,68662,43361,35433,4,2297,1219,1078,792,485,307,63.6,4.2,4263,5318,3035,0.323,6.1,73,910,4072,298,155,34,8,101,38,292,444,4095,100,0,0,100,0,5318,3035,6.1,0.352071318,11452.25225,11452.25225,12.0073839,0.019272782,0.096066103,2.23261007,0.132123152,0.043028608,0.132123152,0.043028608,0.028086944,0.727095148
P.089,P.089,BENTONG,87058,49.25,37.99,9.09,0.16,0.17,2.65,0.68,98.6,0.01,0.35,1.03,5.38,19.05,22.37,17.47,15.19,11.66,6.4,2.16,0.32,50.98,49.02,SEMI URBAN,PH,DAP,NA,87058,692,NA,NA,NA,675,66657,MCA,TAN SRI LIOW TIONG LAI,MALE,61,24383,DAP,YOUNG SYEFURA BINTI OTHMAN,FEMALE,NA,25075,PPBM,DATUK ROSLAN HASSAN,MALE,NA,16233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,1866,117801,109311,8490,66682,51119,39719,30452,3.8,2032,965,1067,688,384,304,63.8,3.5,4224,5288,3628,0.284,3.4,37,606,2796,117,92,13,7,5,8,190,205,3103,99.5,0.5,0,100,0,5288,3628,3.4,0.286912962,-8318.747748,-8318.747748,-8.721987218,0.020712632,0.151835825,2.707506347,0.199248492,0.056079582,0.199248492,0.056079582,0.075405587,0.76204253
P.090,P.090,BERA,77669,62.04,27.82,3.66,0.27,0.32,5.18,0.71,95.1,0.01,0.36,4.53,5.73,20.41,25.92,18.25,12.71,9.59,5.77,1.44,0.18,51.26,48.74,RURAL,BN,UMNO,NA,77669,16695,NA,NA,NA,814,59548,UMNO,ISMAIL SABRI BIN YAAKOB,MALE,62,31762,PKR,HAJI ABAS BIN AWANG,MALE,71,15067,PPBM,DATO ASMAWI,MALE,NA,12719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,2205,97963,91551,6412,52343,45620,25619,23338,4.2,1552,794,758,533,316,217,57.6,3.3,3669,4588,2821,0.289,2.8,30,317,1992,170,107,41,4,18,11,97,201,1927,99.4,0.3,0.3,100,0,4588,2821,2.8,0.255970075,-17707.74775,-17707.74775,-18.56610565,0.027946465,0.179495102,2.534328246,0.221247832,0.070825515,0.221247832,0.070825515,0.142184354,0.811285248
P.091,P.091,ROMPIN,89131,83.29,2.43,0.89,0.16,0.1,11.87,1.25,99.29,0,0.38,0.33,6.51,22.75,28.78,16.66,10.38,10,4.14,0.65,0.13,49.84,50.16,RURAL,PN,PPBM,NA,89131,1438,NA,NA,NA,1129,66927,UMNO,DATO' SRI HAJI HASAN BIN ARIFIN,MALE,69,30151,PKR,ERMAN SHAH,MALE,43,4779,PPBM,DATO' KHALIB,MALE,NA,31589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pahang,6,5390,100897,92249,8648,54960,45937,33952,27489,3.5,1723,863,860,588,343,245,61.6,3.4,3579,4641,3337,0.295,6.7,32,365,2104,163,111,24,17,11,5,113,212,2099,96.3,0,3.7,100,0,4641,3337,6.7,0.293744851,-6245.747748,-6245.747748,-6.54850149,0.01908528,0.43788396,4.789941991,0.879954913,0.091417383,0.879954913,0.091417383,0.577878224,0.497620904
P.092,P.092,SABAK BERNAM,51609,81.32,13.05,4.88,0.1,0.09,0.01,0.56,99.89,0,0.1,0.01,6.01,20.67,23.57,16.59,14.64,10.4,5.89,1.82,0.42,49.18,50.82,RURAL,PN,PPBM,NA,51609,5056,NA,NA,NA,446,40977,UMNO,ABD RAHMAN BIN BAKRI,MALE,NA,12917,PAN,HJ. SHAMSUL MA`ARIF ISMAIL,MALE,NA,9627,PPBM,CIKGU KALAM BIN SALAN,MALE,NA,17973,GB,DATO` SRI EIZLAN YUSOF,MALE,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,344,48104,47062,1042,24618,23486,15904,12943,3.6,666,358,308,180,108,72,72.4,3.5,3372,4452,2982,0.33,7.7,6,280,1087,24,20,2,2,0,2,37,93,1231,100,0,0,100,0,5522,3564,6.8,0.170085357,-43767.74775,-43767.74775,-45.8893271,0.025169101,0.028057615,1.055823997,0.037563731,0.02657414,0.037563731,0.02657414,0.00312888,0.746933654
P.093,P.093,SUNGAI BESAR,64382,67.33,29.33,2.1,0.21,0.09,0.01,0.93,99.49,0,0.5,0,5.95,22.25,24.14,16.94,14.62,9.42,4.92,1.48,0.28,50.51,49.49,SEMI URBAN,PN,PPBM,NA,64382,2721,NA,NA,NA,441,51070,UMNO,DATO' SRI JAMAL YUNOS,MALE,52,13984,PKR,HJ SAIPOLYAZAN M YUSOP,MALE,52,17070,PPBM,CIKGU MUSLIMIN YAHAYA,MALE,NA,19791,PUTRA,DATO' ASMAWAR BIN SAMAT,MALE,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,639,58955,55722,3233,31190,27765,17846,15457,3.8,792,410,382,215,126,89,73.9,3,5127,7069,4611,0.397,2.7,18,409,1341,50,18,5,25,2,3,67,106,1569,100,0,0,100,0,7069,4611,2.7,0.212180734,-30994.74775,-30994.74775,-32.49717408,0.025765305,0.052063768,1.421510765,0.065498919,0.036625659,0.065498919,0.036625659,0.011028748,0.794879803
P.094,P.094,HULU SELANGOR,154317,62.81,18.14,15.13,0.34,0.27,1.84,1.47,99.12,0.01,0.69,0.18,8.03,25.48,20.8,15.83,15,9.41,3.89,1.29,0.27,49.63,50.37,SEMI URBAN,PN,PPBM,NA,154317,1562,NA,NA,NA,1424,122442,MIC,DATUK T.MOHAN,MALE,49,27050,PKR,DR. SATHIA PRAKASH NADARAJAN,MALE,45,45261,PAS,HASNIZAN HARUN,MALE,NA,46823,PEJUANG,HARUMAINI BIN HAJI OMAR,MALE,NA,1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,1712,239978,230626,9352,127403,112575,89382,60176,4,3220,1655,1565,875,509,366,74.8,2.6,6249,7598,4165,0.339,1.5,70,978,2796,60,40,14,3,3,7,338,273,3258,100,0,0,100,0,4487,2984,10.6,0.508575289,58940.25225,58940.25225,61.79729719,0.031318522,0.139376,2.109567213,0.172624951,0.066068528,0.172624951,0.066068528,0.096072033,0.807391972
